,purchase id,product id,time
23275,2956,881,54
23276,2956,2839,253
23277,2956,1852,110
23278,2956,433,245
23279,2957,406,88
23280,2957,1228,36
23281,2957,1492,149
23282,2957,1657,141
23283,2957,1256,208
23284,2957,2310,106
23285,2957,3569,43
23286,2957,2102,165
23287,2957,2989,170
23288,2957,3468,162
23289,2957,2212,165
23290,2957,3589,141
23291,2957,2514,95
23295,2958,2322,236
23296,2959,2525,87
23298,2959,3484,187
23299,2959,3574,22
23300,2959,684,145
23301,2960,787,218
23302,2960,959,290
23303,2960,2008,279
23304,2961,2695,152
23305,2961,173,137
23306,2961,465,43
23307,2961,435,23
23308,2961,1501,132
23309,2961,473,132
23310,2961,2446,115
23311,2961,426,115
23312,2961,3658,82
23313,2961,739,124
23314,2961,2464,73
23315,2961,2046,112
23316,2961,2001,23
23317,2961,793,149
23318,2961,1391,132
23319,2962,2260,36
23320,2962,2324,13
23321,2963,2048,31
23322,2963,1969,6
23323,2963,3240,19
23324,2964,3427,26
23325,2964,2482,22
23326,2964,99,40
23327,2964,1563,49
23328,2964,3308,32
23329,2964,3259,12
23330,2964,2009,39
23331,2964,803,82
23332,2964,1446,72
23333,2964,1779,82
23334,2964,3257,62
23335,2964,1390,30
23336,2965,2035,78
23337,2965,3835,78
23338,2965,467,54
23339,2966,2979,228
23340,2966,2602,133
23341,2967,3405,81
23342,2967,2423,188
23343,2967,3513,68
23344,2967,2290,68
23345,2967,3506,68
23346,2967,2129,264
23347,2967,2341,332
23348,2967,2472,258
23349,2967,1333,209
23350,2967,2690,318
23351,2967,3706,261
23352,2967,2799,261
23353,2967,3691,261
23354,2967,2337,112
23355,2967,3541,68
23356,2967,910,84
23357,2967,2602,332
23358,2967,1913,144
23359,2968,2503,56
23360,2968,2092,79
23361,2968,3588,83
23362,2968,433,52
23363,2969,1553,72
23364,2969,95,61
23365,2969,95,16
23366,2969,1564,61
23367,2969,785,93
23368,2969,1421,91
23369,2969,783,91
23370,2970,2937,34
23371,2970,2914,34
23372,2970,1228,43
23373,2971,2072,88
23374,2971,184,78
23375,2971,2460,49
23376,2972,3803,6
23377,2972,2391,17
23378,2972,2046,46
23379,2972,97,26
23380,2973,1440,37
23381,2973,3237,20
23382,2973,98,12
23384,2973,131,84
23386,2973,1570,61
23387,2973,3308,21
23388,2973,933,32
23389,2974,2529,99
23390,2974,2012,127
23391,2974,2402,204
23392,2974,3574,45
23393,2974,2204,173
23394,2974,3232,94
23395,2974,1449,62
23396,2974,856,149
23397,2974,1446,149
23398,2974,2464,108
23399,2974,851,82
23400,2974,1448,149
23401,2974,2269,185
23402,2974,3540,45
23403,2974,2480,125
23404,2974,1012,163
23405,2975,2254,72
23406,2975,3745,72
23407,2976,3057,122
23408,2976,1188,176
23409,2976,2963,176
23410,2976,1034,176
23411,2976,2494,138
23412,2976,1107,138
23413,2976,3121,176
23414,2976,1067,176
23415,2976,3013,176
23416,2976,1142,176
23417,2976,3023,176
23418,2977,1993,64
23419,2977,3664,64
23420,2977,928,22
23421,2977,1224,40
23422,2978,2009,65
23423,2978,3571,49
23424,2979,448,55
23425,2979,3809,55
23426,2979,1043,38
23427,2979,1418,107
23428,2979,1228,91
23429,2979,2274,67
23430,2980,1333,9
23431,2980,3521,19
23432,2980,2527,31
23433,2980,3651,24
23434,2981,2551,56
23435,2981,2015,72
23436,2981,3768,76
23437,2981,2303,42
23438,2982,2408,35
23439,2982,3569,21
23440,2982,448,26
23441,2982,2455,63
23442,2983,1209,18
23443,2983,2332,54
23444,2983,3569,22
23445,2983,2016,77
23446,2983,156,56
23447,2984,1531,56
23448,2984,2262,89
23449,2984,3482,21
23450,2984,2950,80
23451,2984,1150,98
23452,2984,3195,55
23453,2984,2012,38
23454,2984,3427,38
23455,2984,1791,60
23456,2984,153,77
23457,2984,2166,61
23458,2984,127,61
23459,2984,2474,39
23460,2984,1157,77
23461,2984,3510,48
23462,2984,2067,82
23463,2985,993,27
23464,2985,1468,97
23465,2985,3209,38
23466,2985,2790,69
23467,2985,894,128
23468,2985,3796,27
23469,2985,883,27
23470,2986,1645,108
23473,2986,2480,146
23474,2986,2008,76
23475,2986,899,108
23476,2987,2281,64
23477,2987,2338,22
23478,2987,3482,39
23479,2987,2167,151
23480,2987,3777,129
23481,2987,1486,103
23482,2987,2147,129
23483,2987,3651,129
23484,2988,2384,35
23485,2988,3483,21
23486,2988,977,26
23487,2988,2346,48
23488,2988,997,30
23489,2989,1215,59
23490,2989,858,279
23491,2989,3259,137
23492,2989,846,137
23493,2989,891,292
23494,2989,2265,155
23495,2989,3565,70
23496,2989,1413,220
23497,2990,3675,24
23498,2990,3569,95
23499,2990,2454,117
23500,2990,2229,132
23501,2990,959,181
23502,2990,2245,181
23503,2990,3819,138
23504,2990,2679,160
23505,2990,1696,88
23506,2990,1295,204
23507,2990,1332,24
23508,2990,2300,104
23509,2990,2867,226
23510,2990,987,204
23511,2991,1577,104
23512,2991,465,132
23513,2991,2173,157
23514,2991,2476,124
23515,2991,1113,144
23516,2991,3469,89
23517,2991,2094,153
23518,2991,1440,138
23519,2992,455,108
23520,2992,2528,151
23521,2992,1021,189
23522,2992,2514,189
23523,2993,2415,114
23524,2993,1149,98
23525,2993,3473,157
23526,2993,1072,157
23527,2993,2966,322
23528,2993,3405,141
23529,2994,1914,86
23530,2994,1276,103
23531,2994,3273,43
23532,2994,135,17
23533,2994,3160,60
23534,2995,2728,84
23535,2995,1471,26
23536,2995,1595,72
23537,2996,1942,32
23538,2996,1529,26
23539,2996,3456,15
23540,2996,1624,30
23541,2996,849,39
23542,2997,3424,25
23543,2997,914,47
23544,2997,2199,92
23545,2997,2779,45
23546,2997,3205,56
23547,2997,2700,56
23548,2997,1637,45
23549,2997,1224,103
23550,2997,3849,18
23551,2997,2765,81
23552,2997,2350,114
23553,2997,2125,103
23554,2997,1716,89
23555,2997,2482,38
23556,2997,2027,60
23557,2997,93,55
23558,2997,3513,20
23559,2997,3554,12
23560,2998,813,66
23561,2998,1496,72
23562,2998,3419,31
23563,2998,1667,60
23564,2998,3467,97
23565,2998,966,26
23566,2998,1686,107
23567,2998,1159,115
23568,2998,1525,86
23569,2998,179,48
23570,2998,2432,41
23571,2998,3561,21
23572,2998,904,26
23573,2998,2296,47
23574,2998,817,100
23575,2998,891,88
23576,2998,955,12
23577,2998,2304,47
23578,2999,2436,43
23579,2999,1377,109
23580,3000,1367,35
23581,3000,2693,193
23582,3000,1021,216
23583,3000,3004,191
23584,3000,1333,167
23585,3000,1015,93
23586,3000,2366,58
23587,3000,3539,41
23588,3000,3179,156
23589,3000,1396,141
23590,3000,3571,129
23591,3000,2637,182
23592,3000,3257,109
23593,3000,1612,117
23594,3000,1230,201
23595,3001,1479,28
23596,3001,3427,15
23597,3002,3259,31
23598,3002,1731,74
23599,3002,1278,127
23600,3003,3656,15
23603,3003,2302,100
23604,3003,915,58
23606,3003,3574,84
23607,3004,1440,68
23608,3004,764,88
23609,3004,1405,88
23610,3004,1476,26
23611,3004,1608,87
23612,3004,1211,128
23613,3004,3474,46
23614,3004,3437,46
23615,3004,987,59
23616,3004,2687,128
23617,3004,1302,123
23618,3004,2687,123
23619,3004,1290,123
23620,3004,3470,46
23621,3004,477,32
23622,3004,1333,77
23623,3004,2628,123
23624,3005,1559,57
23625,3005,2027,54
23626,3005,100,56
23627,3005,2086,63
23628,3005,97,63
23629,3005,433,23
23630,3005,959,53
23631,3005,2291,48
23632,3006,1496,66
23633,3006,1597,82
23634,3006,1267,121
23635,3006,1313,14
23636,3007,1575,28
23637,3007,2423,45
23638,3007,1357,27
23639,3007,3549,19
23640,3008,3608,14
23641,3008,1540,66
23642,3008,2699,30
23643,3009,3371,13
23644,3009,3552,19
23645,3009,3569,6
23646,3009,993,13
23647,3009,1893,54
23648,3009,1243,52
23649,3009,2723,50
23650,3009,1612,22
23651,3009,1283,52
23652,3010,2513,48
23653,3010,2046,61
23654,3010,1523,54
23655,3010,3423,32
23656,3011,1496,71
23657,3011,1580,15
23658,3011,3387,39
23659,3011,1986,48
23660,3012,1443,106
23661,3012,698,137
23662,3012,1369,137
23663,3012,2291,171
23664,3012,3545,41
23665,3012,2058,159
23666,3012,3691,136
23667,3012,1575,109
23668,3012,883,152
23669,3012,3363,92
23670,3012,1154,107
23671,3012,2146,194
23672,3012,1253,171
23673,3012,3721,35
23674,3013,3191,25
23675,3013,1220,43
23676,3013,2695,99
23677,3013,1602,45
23678,3013,1863,12
23679,3013,1361,103
23680,3013,796,84
23681,3013,3580,66
23682,3013,2923,68
23683,3013,1680,42
23684,3014,2940,85
23685,3014,1178,122
23686,3014,1188,15
23687,3014,3099,122
23688,3014,3333,54
23689,3014,2496,27
23690,3014,1193,96
23691,3014,2935,122
23692,3014,1157,122
23693,3014,1977,116
23694,3014,2046,15
23695,3014,1822,90
23696,3014,1363,128
23697,3014,2128,109
23698,3014,2702,56
23699,3014,1075,138
23700,3015,2640,104
23701,3015,1146,143
23702,3015,3139,126
23703,3015,1137,126
23704,3015,2960,126
23705,3015,1954,86
23706,3015,1145,120
23707,3015,3504,61
23708,3016,977,23
23709,3016,3539,27
23710,3016,2416,22
23711,3016,3569,22
23712,3017,2555,58
23713,3017,1128,95
23714,3017,766,119
23715,3017,2021,98
23716,3018,1914,175
23717,3018,2563,78
23718,3018,3658,97
23719,3018,1314,37
23720,3018,2821,203
23721,3018,3054,82
23722,3018,1972,138
23723,3018,96,113
23724,3018,3033,123
23725,3018,1999,138
23726,3018,3583,130
23727,3018,2490,97
23728,3018,955,142
23729,3018,2320,97
23730,3019,2264,66
23731,3019,2720,154
23732,3019,1612,85
23733,3019,689,146
23734,3019,2538,74
23735,3019,1928,114
23736,3019,2644,52
23737,3019,1397,68
23738,3019,1406,23
23739,3019,903,145
23740,3019,2260,89
23741,3019,967,89
23742,3019,3495,49
23743,3019,680,149
23744,3019,1657,146
23745,3019,1446,152
23746,3019,2021,120
23747,3019,1321,154
23748,3020,3294,26
23749,3020,697,43
23750,3020,1967,83
23751,3020,3832,66
23752,3020,1360,19
23753,3020,1528,77
23754,3020,3697,59
23755,3020,142,34
23756,3021,2366,18
23757,3021,3491,24
23758,3021,1417,34
23759,3021,1942,32
23760,3022,3758,23
23761,3022,136,60
23762,3022,895,86
23763,3022,2785,191
23764,3022,1247,183
23765,3023,112,34
23766,3023,2295,43
23767,3023,2405,13
23768,3023,3456,61
23769,3023,2305,61
23770,3023,3467,22
23771,3024,2456,58
23772,3024,2932,84
23773,3024,1227,106
23774,3024,3475,46
23775,3024,2496,73
23776,3024,422,76
23777,3024,3740,54
23778,3024,2647,100
23779,3025,2269,70
23780,3025,3477,43
23781,3025,3499,25
23782,3025,2558,119
23783,3025,3270,44
23784,3025,2015,77
23785,3025,1614,145
23786,3025,1351,208
23787,3025,2746,199
23788,3025,1178,224
23789,3025,2925,198
23790,3026,3628,23
23791,3026,1520,104
23792,3026,1499,23
23793,3026,2488,98
23794,3026,2550,23
23795,3026,2026,111
23796,3026,723,147
23797,3026,3743,123
23798,3026,1612,158
23799,3026,1449,149
23800,3026,727,131
23801,3026,2024,147
23802,3026,3513,140
23803,3026,2425,39
23804,3026,3292,108
23805,3026,1371,54
23806,3026,1225,134
23807,3026,1527,137
23808,3026,1641,129
23809,3027,2009,64
23810,3027,3664,64
23811,3028,2598,97
23812,3028,1768,53
23813,3028,1213,123
23814,3028,2591,118
23815,3029,2717,41
23816,3029,1833,22
23817,3029,3202,30
23818,3029,1417,15
23819,3029,3327,15
23820,3030,766,33
23821,3030,1966,32
23822,3031,1972,32
23823,3031,177,28
23824,3031,2477,20
23825,3031,2611,31
23826,3031,837,50
23827,3032,894,41
23828,3032,2287,88
23829,3032,2450,150
23830,3032,3615,88
23831,3032,1377,101
23832,3032,2020,118
23833,3032,2587,112
23834,3032,3257,41
23835,3032,2033,71
23836,3032,3155,125
23837,3032,1934,125
23838,3033,1541,113
23839,3033,3308,62
23840,3033,2152,90
23841,3033,3641,141
23842,3033,2583,95
23843,3033,957,139
23844,3033,2417,95
23845,3033,3023,204
23846,3033,98,121
23847,3033,3574,41
23848,3033,2196,165
23849,3033,3721,141
23850,3034,2441,36
23852,3034,1443,174
23853,3034,760,72
23854,3034,2034,81
23855,3034,2917,69
23856,3034,2031,69
23857,3034,3111,69
23858,3034,1398,74
23859,3034,992,78
23860,3034,1173,53
23861,3035,158,60
23862,3035,2480,72
23863,3035,430,114
23864,3035,1993,144
23865,3035,993,158
23866,3035,2036,158
23867,3035,2513,111
23868,3035,1966,111
23869,3035,98,102
23870,3035,446,42
23871,3035,480,23
23872,3035,2113,156
23873,3036,3482,50
23874,3036,2220,86
23875,3036,94,64
23876,3036,813,61
23877,3036,2023,83
23878,3036,1822,76
23879,3036,1290,108
23880,3036,725,88
23881,3037,3135,82
23882,3037,2563,25
23883,3038,2310,43
23884,3038,2843,142
23885,3038,3530,116
23886,3038,477,32
23887,3038,2296,58
23888,3038,2401,15
23889,3038,3501,26
23890,3039,2281,70
23891,3039,1515,180
23892,3039,1918,141
23893,3039,1343,208
23894,3039,1621,208
23895,3039,2031,145
23896,3039,3612,128
23897,3039,3571,96
23898,3039,2124,165
23899,3039,112,124
23900,3039,1959,111
23901,3040,3346,53
23902,3040,2516,46
23903,3040,1970,127
23904,3040,1460,134
23905,3040,823,149
23906,3040,1463,149
23907,3040,1145,178
23908,3041,925,73
23909,3041,2699,345
23910,3041,96,245
23911,3041,959,155
23912,3041,2611,345
23913,3041,1623,150
23914,3041,433,334
23915,3041,2488,207
23916,3041,1446,171
23917,3041,2492,171
23918,3041,1220,217
23919,3041,2634,332
23920,3041,1623,150
23921,3041,2019,242
23922,3041,1229,272
23923,3041,1608,345
23924,3041,1283,345
23925,3042,2298,72
23926,3042,723,137
23927,3042,2131,177
23928,3042,750,177
23929,3042,1390,145
23930,3042,3591,112
23931,3042,2417,72
23932,3042,936,97
23933,3042,2359,97
23934,3042,3844,72
23935,3042,2043,130
23936,3042,957,175
23937,3042,1442,157
23938,3042,3045,148
23939,3043,2338,35
23940,3043,3241,58
23941,3043,2577,22
23942,3043,1632,38
23943,3043,1418,80
23944,3043,739,70
23945,3043,3160,60
23946,3043,111,60
23947,3043,1368,46
23948,3043,794,70
23949,3043,1403,70
23950,3043,873,70
23951,3043,694,12
23952,3043,1808,77
23953,3043,1174,115
23954,3043,3573,48
23955,3043,3541,12
23956,3043,2985,80
23957,3043,1942,67
23958,3043,934,85
23959,3043,3121,90
23960,3043,1463,72
23961,3044,467,52
23962,3044,3121,99
23963,3044,1000,117
23964,3044,2943,117
23965,3045,2004,78
23966,3045,2327,120
23967,3045,2277,15
23968,3045,3176,126
23969,3046,746,126
23970,3046,1318,160
23971,3046,2238,166
23972,3046,1724,169
23973,3046,1421,152
23974,3046,713,134
23975,3046,1404,134
23976,3046,3342,55
23977,3046,3484,71
23978,3046,2400,40
23979,3046,3491,40
23980,3046,2196,155
23981,3047,2802,41
23982,3047,1217,50
23983,3047,1475,37
23984,3048,915,10
23985,3048,2274,22
23986,3048,2956,48
23987,3048,1146,47
23988,3049,3809,24
23989,3049,762,132
23990,3049,2977,119
23991,3049,1001,194
23992,3049,3094,194
23993,3049,1009,194
23994,3049,1347,95
23995,3049,3564,74
23996,3049,468,51
23997,3049,1998,154
23998,3049,3507,149
23999,3049,1195,74
24000,3049,2717,196
24001,3050,3569,24
24002,3050,2477,30
24003,3051,3179,70
24004,3051,2501,22
24005,3051,96,40
24006,3052,3141,85
24007,3052,2746,49
24008,3052,1722,55
24009,3052,1568,87
24010,3052,1671,87
24011,3052,1808,15
24012,3052,1222,128
24013,3052,2492,81
24014,3053,125,60
24015,3053,1117,116
24016,3053,3667,56
24017,3053,2765,151
24018,3053,141,136
24019,3053,425,42
24020,3054,1556,89
24021,3054,899,123
24022,3054,1193,82
24023,3054,1516,136
24024,3054,2419,141
24025,3054,113,65
24026,3054,1170,99
24027,3054,2020,148
24028,3055,2495,24
24029,3055,3573,30
24030,3055,2925,41
24031,3056,1629,88
24032,3056,1106,119
24033,3056,3160,101
24034,3057,1357,9
24035,3057,3424,21
24036,3058,1659,166
24037,3058,2226,174
24038,3058,1496,136
24039,3058,3571,133
24040,3058,1427,129
24041,3058,2167,144
24042,3058,1548,136
24043,3058,3580,109
24044,3058,2384,68
24045,3058,2451,156
24046,3058,3526,115
24047,3058,1420,129
24048,3058,2244,144
24049,3059,796,123
24050,3059,473,150
24051,3059,2281,87
24052,3059,3482,39
24053,3059,1113,89
24054,3059,1541,159
24055,3059,113,89
24056,3059,2341,77
24057,3059,2078,191
24058,3059,1870,165
24059,3059,465,185
24060,3059,1424,128
24061,3059,2975,134
24062,3059,3230,80
24063,3059,1375,54
24064,3060,1582,100
24065,3060,1742,125
24066,3060,3235,107
24067,3060,880,84
24068,3060,1161,93
24069,3060,1524,154
24070,3060,1852,125
24071,3060,2463,68
24072,3060,1662,68
24073,3060,1022,206
24074,3060,1256,86
24075,3060,2647,177
24076,3060,1776,80
24077,3060,2673,80
24078,3060,936,184
24079,3061,2995,228
24080,3061,2048,226
24081,3061,3829,212
24082,3061,1588,188
24083,3061,2454,177
24084,3061,1962,201
24085,3061,3697,212
24086,3061,1452,182
24087,3061,1463,41
24088,3061,2637,120
24089,3061,3197,188
24090,3061,2496,73
24091,3061,136,130
24092,3061,3456,57
24093,3061,896,158
24094,3061,1546,261
24095,3061,779,242
24096,3061,3232,139
24098,3062,1814,92
24100,3063,1525,104
24101,3063,1121,160
24102,3063,1731,215
24103,3063,1878,23
24104,3063,1305,192
24105,3063,2952,160
24106,3063,1360,160
24107,3063,3573,70
24108,3063,2174,153
24109,3063,3608,130
24110,3063,422,82
24111,3063,2490,115
24112,3063,2987,39
24113,3063,1184,183
24114,3063,2947,183
24115,3063,1908,79
24116,3063,1541,130
24117,3064,2772,100
24118,3064,2360,140
24119,3064,3574,26
24120,3064,2421,26
24121,3064,3468,26
24122,3064,3819,59
24123,3064,1102,37
24124,3064,2711,136
24125,3065,3510,59
24126,3065,966,27
24127,3065,2269,58
24128,3065,3492,26
24129,3065,1421,82
24130,3066,1465,28
24131,3066,1749,34
24132,3066,2327,58
24133,3066,1403,43
24134,3067,882,45
24135,3067,434,107
24136,3067,2537,127
24137,3067,1966,123
24138,3067,1612,148
24139,3067,1217,212
24140,3067,1468,152
24141,3067,3575,140
24142,3067,2314,43
24143,3067,2019,198
24144,3067,1209,167
24145,3067,97,103
24146,3067,2073,127
24147,3067,3323,92
24148,3067,3575,77
24149,3068,3682,22
24150,3068,1535,100
24151,3068,3424,55
24152,3068,1249,77
24153,3068,906,71
24154,3068,2424,84
24155,3068,888,84
24156,3068,756,158
24157,3068,2137,154
24158,3068,3389,80
24159,3068,2397,104
24160,3068,2152,184
24161,3068,3712,125
24162,3069,3641,24
24163,3069,2142,138
24164,3069,1541,138
24165,3069,1299,146
24166,3069,1476,146
24167,3069,3389,61
24168,3069,2012,75
24169,3069,3738,125
24170,3069,3176,135
24171,3069,3694,135
24172,3069,1517,111
24173,3069,3220,61
24174,3069,3103,85
24175,3069,1998,133
24176,3069,1186,184
24177,3069,1467,170
24178,3069,3223,61
24179,3069,2327,115
24180,3070,1583,71
24181,3070,771,91
24182,3071,705,141
24183,3071,3419,87
24184,3072,3387,32
24185,3072,471,50
24186,3072,2690,121
24187,3072,1667,57
24188,3072,865,98
24189,3072,2628,123
24190,3072,687,123
24191,3073,2640,154
24192,3073,1270,187
24193,3073,2094,166
24194,3073,894,174
24195,3073,3691,41
24196,3073,3491,91
24197,3073,2500,112
24198,3073,1936,114
24199,3073,1855,137
24200,3073,1332,195
24201,3073,2269,100
24202,3073,817,189
24203,3073,3483,149
24204,3073,456,49
24205,3073,2470,117
24206,3073,1977,114
24207,3073,3850,120
24208,3074,1213,18
24209,3074,2752,99
24210,3074,1671,45
24211,3074,1361,103
24212,3074,142,50
24213,3075,2339,66
24214,3075,3501,40
24215,3075,2199,155
24216,3075,3596,132
24217,3075,3856,23
24218,3075,2073,132
24219,3075,3617,132
24220,3075,3816,23
24221,3075,1467,106
24222,3075,971,147
24223,3075,1582,147
24224,3075,2432,169
24225,3075,2952,192
24226,3075,1220,163
24227,3076,3572,90
24228,3076,2458,112
24229,3076,1823,72
24230,3076,2034,136
24231,3076,788,150
24234,3077,1423,151
24236,3077,1449,174
24238,3078,2969,87
24239,3078,960,62
24240,3078,1194,27
24241,3078,2163,60
24242,3078,2605,31
24243,3078,1424,25
24244,3078,3580,37
24245,3078,2384,24
24246,3078,99,28
24248,3079,2281,41
24249,3079,3501,25
24250,3079,3537,14
24251,3079,2686,109
24252,3079,1797,52
24253,3080,883,26
24254,3080,679,107
24255,3080,1446,85
24256,3081,820,68
24257,3081,1972,81
24258,3081,947,86
24259,3081,116,47
24260,3081,2058,63
24261,3082,3701,39
24262,3082,1529,180
24263,3082,3459,99
24264,3082,2000,123
24265,3082,3047,217
24266,3082,1184,316
24267,3082,3542,154
24268,3082,3316,120
24269,3082,962,151
24270,3082,2000,274
24271,3082,1994,39
24272,3082,3028,217
24273,3082,157,193
24274,3082,2003,178
24275,3082,111,178
24276,3082,122,39
24277,3082,180,39
24278,3082,979,149
24279,3082,2524,222
24280,3082,3545,191
24281,3082,2433,68
24282,3082,1572,287
24283,3083,3783,6
24284,3083,2987,35
24285,3083,1191,51
24286,3084,3262,12
24287,3084,3086,21
24288,3084,997,49
24289,3084,3049,49
24290,3084,2122,42
24291,3084,3044,42
24292,3084,1173,49
24293,3084,2961,49
24294,3085,1476,66
24295,3085,1607,82
24296,3085,1087,135
24297,3085,3188,115
24298,3085,2455,25
24299,3085,1863,45
24300,3085,1326,121
24301,3085,2600,116
24302,3085,1632,52
24303,3086,2076,127
24304,3086,3621,127
24305,3086,1671,156
24306,3086,3313,110
24307,3086,895,86
24308,3086,1588,142
24309,3086,1279,135
24310,3086,3125,157
24311,3086,761,110
24312,3086,971,161
24313,3086,2302,86
24314,3086,478,86
24315,3086,1184,135
24316,3086,3483,87
24317,3087,3036,32
24318,3087,1107,47
24319,3088,2056,132
24320,3088,2942,160
24321,3088,2012,128
24322,3088,2384,183
24323,3088,1044,57
24324,3088,3141,186
24325,3088,1870,80
24326,3088,3845,161
24327,3088,1553,106
24328,3088,722,137
24329,3088,1326,160
24330,3089,2634,104
24331,3089,1923,57
24332,3089,1366,132
24333,3089,1494,95
24334,3089,3483,87
24336,3090,1953,112
24337,3090,688,141
24338,3090,928,157
24339,3090,945,22
24340,3090,2387,83
24341,3090,2136,183
24342,3090,1556,124
24343,3090,471,125
24344,3090,3572,46
24345,3090,2167,145
24346,3090,3615,124
24347,3090,3504,85
24348,3091,1314,33
24349,3091,2450,121
24350,3091,3116,39
24351,3091,1368,135
24352,3091,1114,157
24353,3091,2917,183
24354,3091,3491,150
24355,3091,1015,89
24356,3091,101,116
24357,3091,3718,60
24358,3092,792,33
24359,3092,1680,38
24360,3092,1230,51
24361,3092,960,20
24362,3092,2660,51
24363,3092,1382,18
24364,3092,851,35
24365,3092,1217,41
24366,3092,2856,49
24367,3092,788,48
24368,3093,924,11
24369,3093,1671,43
24370,3093,1653,6
24371,3093,3119,21
24372,3094,797,124
24373,3094,3230,77
24374,3094,3097,80
24375,3094,99,112
24376,3094,1072,116
24377,3094,405,138
24378,3094,1199,115
24379,3094,3259,80
24380,3094,1186,103
24381,3094,1742,215
24382,3094,3497,181
24383,3094,99,38
24384,3094,477,42
24385,3095,2208,131
24386,3095,3712,131
24387,3095,3570,90
24388,3095,3539,23
24389,3095,2500,111
24390,3096,2622,261
24391,3096,1169,358
24392,3096,1893,371
24393,3096,3573,313
24394,3096,3654,154
24395,3096,2602,261
24396,3096,3349,180
24397,3096,2000,123
24398,3096,170,178
24399,3096,888,149
24400,3096,1563,251
24401,3096,962,251
24402,3096,3844,70
24403,3096,2398,112
24404,3096,135,133
24405,3096,1552,154
24406,3096,1361,238
24407,3096,2051,261
24408,3096,976,274
24409,3096,2298,151
24410,3097,2003,78
24411,3097,1614,89
24412,3097,1270,126
24413,3097,1209,15
24414,3097,1179,59
24415,3098,3490,91
24416,3098,2223,155
24417,3098,1987,32
24418,3099,748,34
24419,3099,3323,21
24420,3100,1393,102
24421,3100,3024,135
24422,3100,2543,39
24423,3100,442,115
24424,3100,1134,138
24425,3100,2089,187
24426,3100,1808,167
24427,3100,1647,23
24428,3100,1222,193
24429,3100,2775,185
24430,3100,1075,208
24431,3100,3573,90
24432,3100,2201,153
24433,3100,1953,32
24435,3101,1461,453
24436,3101,3289,96
24438,3102,3803,15
24439,3102,2796,97
24440,3102,1662,53
24441,3102,1359,123
24445,3103,2418,152
24446,3104,2042,80
24447,3104,2092,22
24448,3105,2596,41
24449,3105,1363,50
24450,3105,1505,38
24451,3106,3061,228
24452,3106,928,302
24453,3106,2432,158
24454,3106,1098,101
24455,3106,3481,160
24456,3106,903,87
24457,3106,2398,158
24458,3106,1378,294
24459,3106,1671,269
24460,3106,3569,326
24461,3106,2433,71
24462,3106,3474,71
24463,3106,2260,71
24464,3106,3484,71
24465,3106,2785,313
24466,3106,1392,120
24467,3107,2404,18
24468,3107,2483,41
24469,3107,3437,11
24470,3107,3337,6
24471,3107,3381,6
24472,3108,768,67
24473,3108,1424,71
24474,3108,1423,12
24475,3108,851,71
24476,3108,1602,77
24477,3108,144,77
24478,3108,3480,20
24479,3109,2498,87
24480,3109,1058,142
24481,3109,3100,181
24482,3109,3106,22
24483,3109,1173,181
24484,3109,785,178
24485,3109,684,22
24486,3109,1372,130
24487,3109,1098,155
24488,3109,1158,22
24489,3109,2998,181
24490,3109,1037,181
24491,3109,3153,181
24492,3109,467,152
24493,3109,479,22
24494,3109,2494,113
24495,3109,2888,112
24496,3109,477,176
24497,3109,2960,152
24498,3109,1039,181
24499,3110,2440,18
24500,3110,3480,11
24501,3110,2405,11
24502,3110,3471,11
24503,3110,2524,31
24504,3110,2001,31
24505,3110,1170,48
24506,3110,3125,51
24507,3110,1181,51
24508,3111,3174,68
24509,3111,1143,99
24510,3111,2969,99
24511,3111,1158,99
24512,3111,3036,99
24513,3112,3310,13
24514,3112,966,24
24515,3112,2290,24
24516,3112,3569,11
24517,3113,2591,160
24518,3113,138,144
24519,3113,2036,109
24520,3113,1351,160
24521,3114,1485,28
24522,3114,710,35
24523,3114,1424,35
24524,3114,1438,6
24525,3115,3330,17
24526,3115,3790,17
24527,3115,794,46
24528,3116,2602,153
24529,3116,2772,23
24530,3116,1659,84
24531,3116,1012,218
24532,3116,1518,163
24533,3116,1835,132
24534,3116,469,189
24535,3116,2103,159
24536,3116,3676,132
24537,3116,1531,106
24538,3116,1628,132
24539,3116,1255,195
24540,3116,1561,140
24541,3116,1642,132
24542,3116,1745,23
24543,3116,1966,136
24544,3116,1500,100
24545,3116,1608,132
24546,3116,1340,195
24547,3116,2856,187
24548,3116,3385,106
24549,3116,946,89
24550,3116,2287,89
24551,3116,885,89
24552,3116,2008,161
24553,3116,753,150
24554,3116,2258,163
24555,3116,3706,132
24556,3117,3167,81
24557,3117,1905,50
24558,3117,1203,123
24559,3117,1000,57
24560,3117,2969,117
24561,3117,1034,117
24562,3118,1173,38
24563,3118,3135,125
24564,3118,2087,107
24565,3118,3078,107
24566,3118,1994,86
24567,3119,2636,97
24568,3119,1596,53
24570,3120,1738,155
24571,3120,1999,89
24572,3120,1568,65
24573,3121,2339,36
24574,3121,3575,22
24575,3121,137,21
24576,3121,1492,49
24577,3121,144,49
24578,3122,184,61
24579,3122,2998,112
24580,3122,1186,183
24581,3122,3114,183
24582,3122,1675,79
24583,3122,2441,221
24584,3122,1085,56
24585,3122,3697,56
24586,3122,161,61
24587,3122,2925,112
24588,3122,1150,183
24589,3122,1998,174
24590,3122,1488,98
24591,3122,3832,104
24592,3122,1573,104
