,id,category,sub category,product,price,unit,weight,calories
437,931,Sports and dietary foods,Protein bars,Body & Fit Perfection bar deluxe chocolate caramel,1.99,"55 gPrijs per KG € 36,18",55 Gram,382.0
438,934,Sports and dietary foods,Protein bars,Barebells Caramel cashew,2.65,"55 gPrijs per KG € 48,18",55 Gram,371.0
439,927,Sports and dietary foods,Protein bars,Nature Valley Protein rood fruit & pinda repen,4.25,"160 gPrijs per KG € 26,56",4 Stuks (piece),477.0
440,916,Sports and dietary foods,Protein bars,Veganz Protein choc bar cookie dough style,2.9,"50 gPrijs per KG € 41,80",50 Gram,412.0
441,936,Sports and dietary foods,Protein bars,Liga Proteine reep cranberry,2.99,"160 gNormale prijs per KG € 18,69",160 Gram,443.0
442,941,Sports and dietary foods,Protein bars,Grenade Protein bars white choc salt peanut,3.29,"60 gPrijs per KG € 54,83",60 Gram,403.0
443,910,Sports and dietary foods,Protein bars,AH Proteïnereep pompoenpit & dadel,2.49,"90 gPrijs per KG € 27,67",90 Gram,403.0
444,896,Sports and dietary foods,Protein bars,Body & Fit Whey perfection chocolate flavour,24.99,"476 gPrijs per KG € 52,50",476 Gram,361.0
445,937,Sports and dietary foods,Protein bars,Barebells Cookies & cream,2.65,"55 gPrijs per KG € 48,18",55 Gram,353.0
446,938,Sports and dietary foods,Protein bars,Grenade Carb killa fudged up,3.29,"60 gPrijs per KG € 54,83",60 Gram,387.0
447,915,Sports and dietary foods,Protein bars,Killerbody Snackreep lemon cheesecake,2.15,"40 gPrijs per KG € 53,75",40 Gram,369.0
448,899,Sports and dietary foods,Protein bars,AH Proteïnereep citroensmaak,2.49,"90 gPrijs per KG € 27,67",90 Gram,392.0
449,921,Sports and dietary foods,Protein bars,Body & Fit Perfection bar crunch white choc. cook,2.39,"60 gPrijs per KG € 39,83",1 Stuks (piece). 60 Gram,347.0
450,942,Sports and dietary foods,Protein bars,Nature Valley Protein pinda & chocolade repen,4.19,4 stuks,4 Stuks (piece). 160 Gram,492.0
451,914,Sports and dietary foods,Protein bars,Killerbody Snackreep cookies & cream,2.19,"40 gPrijs per KG € 54,75",40 Gram,377.0
452,926,Sports and dietary foods,Protein bars,Body & Fit Smart bar crunchy chocolate peanut,1.99,"45 gPrijs per KG € 44,22",45 Gram,353.0
453,907,Sports and dietary foods,Protein bars,Veganz Protein choc bar brownie style,2.9,"50 gPrijs per KG € 41,80",50 Gram,399.0
454,935,Sports and dietary foods,Protein bars,Barebells Protein bar hazelnut & nougat,2.65,"55 gPrijs per KG € 48,18",55 Gram,374.0
455,928,Sports and dietary foods,Protein bars,FulFil Protein bar chocolate salted caramel,2.85,"55 gPrijs per KG € 51,82",55 Gram,371.0
456,946,Sports and dietary foods,Protein bars,Liga Proteine reep pinda,2.99,"160 gNormale prijs per KG € 18,69",160 Gram,473.0
457,925,Sports and dietary foods,Protein bars,Body & Fit Smart bar crunchy coffee & chocolate,1.99,"45 gPrijs per KG € 44,22",45 Gram,350.0
458,945,Sports and dietary foods,Protein bars,Grenade Protein bars birthday cake,3.29,"60 gPrijs per KG € 54,83",60 Gram,363.0
459,920,Sports and dietary foods,Protein bars,Grenade Carb killa high chocolate chip cookie,3.29,"60 gPrijs per KG € 54,83",60 Gram,353.0
460,906,Sports and dietary foods,Protein bars,Body & Fit Whey perfection vanilla flavour,24.99,"476 gPrijs per KG € 52,50",476 Gram,367.0
461,932,Sports and dietary foods,Protein bars,Barebells White chocolate almond,2.69,"55 gPrijs per KG € 48,91",55 Gram,364.0
462,904,Sports and dietary foods,Protein bars,Rawbite Protein,2.39,"50 gPrijs per KG € 47,80",50 Gram,429.0
463,933,Sports and dietary foods,Protein bars,Barebells Salted peanut,2.65,"55 gPrijs per KG € 48,18",55 Gram,371.0
464,930,Sports and dietary foods,Protein bars,Barebells Protein bar white salty peanut,2.59,"55 gPrijs per KG € 47,09",55 Gram,380.0
465,923,Sports and dietary foods,Protein bars,Body & Fit Perfection deluxe cookie,2.39,"55 gPrijs per KG € 43,45",1 Stuks (piece). 55 Gram,379.0
466,919,Sports and dietary foods,Protein bars,Grenade Carb killa peanut nutter,3.29,"60 gPrijs per KG € 54,83",60 Gram,373.0
467,990,Sports and dietary foods,Sports drinks,Aquarius Orange,1.59,"0,5 lPrijs per LT € 3,18",500 Milliliter,33.0
468,976,Sports and dietary foods,Sports drinks,AA Drink Hydration zero,16.32,"12 x 0,5 lPrijs per LT € 2,72",500 Milliliter,1.0
469,975,Sports and dietary foods,Sports drinks,O2Life Redfruit cranberry,1.59,"0,75 lPrijs per LT € 2,12",750 Milliliter,12.0
470,951,Sports and dietary foods,Sports drinks,AH Sportdrank Blue,0.49,"0,5 lPrijs per LT € 0,98",500 Milliliter,20.0
471,959,Sports and dietary foods,Sports drinks,Isostar Powertabs fast hydration orange,5.29,"120 gPrijs per KG € 44,08",10 Stuks (piece). 120 Gram,358.0
472,987,Sports and dietary foods,Sports drinks,Active O2 Appel-kiwi,1.9,"0,5 lPrijs per LT € 2,18",500 Milliliter,16.0
473,955,Sports and dietary foods,Sports drinks,Aquarius Lemon,1.59,"0,5 lPrijs per LT € 3,18",500 Milliliter,27.0
474,964,Sports and dietary foods,Sports drinks,Focus drink Functional drink mango limoen,1.45,"330 mlPrijs per LT € 4,39",330 Milliliter,17.0
475,962,Sports and dietary foods,Sports drinks,Aquarius Orange met sportdop 12-pack,17.49,"12 x 0,5 lPrijs per LT € 2,92",500 Milliliter,33.0
476,977,Sports and dietary foods,Sports drinks,Aquarius Blue berry isotonic,1.59,"0,5 lPrijs per LT € 3,18",500 Milliliter,18.0
477,957,Sports and dietary foods,Sports drinks,Aquarius isotonic cherry 12-pack,17.49,"12 x 0,5 lPrijs per LT € 2,92",500 Milliliter,16.0
478,993,Sports and dietary foods,Sports drinks,Aquarius Lemon met sportdop 12-pack,17.49,"12 x 0,5 lPrijs per LT € 2,92",500 Milliliter,27.0
479,981,Sports and dietary foods,Sports drinks,Active O2 Active 02 iceberry,1.9,"0,5 lPrijs per LT € 2,18",500 Milliliter,14.0
480,979,Sports and dietary foods,Sports drinks,AA Drink Isotone,1.19,"0,5 lPrijs per LT € 2,38",0.5 Liter,22.0
481,992,Sports and dietary foods,Sports drinks,AA Drink High energy,1.9,"500 mlPrijs per LT € 2,18",0.5 Liter,59.0
482,966,Sports and dietary foods,Sports drinks,O2Life Peach greentea,1.59,"0,75 lPrijs per LT € 2,12",750 Milliliter,12.0
483,971,Sports and dietary foods,Sports drinks,AH Sportdrank blue 6-pack,2.89,"3 lPrijs per LT € 0,96",500 Milliliter,20.0
484,947,Sports and dietary foods,Sports drinks,AH Sportdrank Orange,0.49,"0,5 lPrijs per LT € 0,98",500 Milliliter,60.0
485,985,Sports and dietary foods,Sports drinks,Active O2 Lemon,1.9,"0,5 lPrijs per LT € 2,18",500 Milliliter,15.0
486,989,Sports and dietary foods,Sports drinks,AA Drink Iso lemon,1.19,"0,5 lPrijs per LT € 2,38",500 Milliliter,33.0
487,960,Sports and dietary foods,Sports drinks,Aquarius blue berry iso 12-pack,17.49,"12 x 0,5 lPrijs per LT € 2,92",500 Milliliter,18.0
488,983,Sports and dietary foods,Sports drinks,Aquarius Cherry isotonic,1.59,"0,5 lPrijs per LT € 3,18",500 Milliliter,16.0
489,967,Sports and dietary foods,Sports drinks,AH Sportdrank orange 6-pack,2.89,"3 lPrijs per LT € 0,96",500 Milliliter,60.0
490,3513,"Salads, pizza, meals",Salads,AH Maaltijdsalade Marokkaanse kip,5.79,"450 gPrijs per KG € 12,87",450 Gram,155.0
491,3515,"Salads, pizza, meals",Salads,AH Maaltijdsalade Mexicaanse kip,5.79,"450 gPrijs per KG € 12,87",450 Gram,102.0
492,3530,"Salads, pizza, meals",Salads,AH Kleine salade parelcouscous pesto,3.19,"200 gPrijs per KG € 15,95",200 Gram,154.0
493,3561,"Salads, pizza, meals",Salads,AH Kleine salade mango amandel,4.19,"260 gPrijs per KG € 16,12",260 Gram,106.0
494,3558,"Salads, pizza, meals",Salads,AH Salade erbij witlof appel,3.89,"335 gPrijs per KG € 11,61",335 Gram,111.0
495,3521,"Salads, pizza, meals",Salads,AH Maaltijdsalade gerookte kip appel,5.79,"450 gPrijs per KG € 12,87",450 Gram,123.0
496,3557,"Salads, pizza, meals",Salads,AH Maaltijdsalade kip Caesar,5.49,"450 gPrijs per KG € 12,20",450 Gram,118.0
497,3550,"Salads, pizza, meals",Salads,AH Salade erbij tomaat komkommer,3.69,"340 gPrijs per KG € 10,85",340 Gram,68.0
498,3512,"Salads, pizza, meals",Salads,Johma Rundvlees salade,2.39,"500 gPrijs per KG € 4,78",500 Gram,171.0
499,3541,"Salads, pizza, meals",Salads,AH Kleine slade biet geitenkaas,3.19,"200 gPrijs per KG € 15,95",200 Gram,171.0
500,3568,"Salads, pizza, meals",Salads,AH Salade erbij Caesar mix,3.99,"285 gPrijs per KG € 14,00",285 Gram,122.0
501,3564,"Salads, pizza, meals",Salads,AH Salade erbij italiaanse mix,3.89,"250 gPrijs per KG € 15,56",241 Gram,124.0
502,3526,"Salads, pizza, meals",Salads,AH Lunchsalade kip Caesar,3.59,"225 gPrijs per KG € 15,96",225 Gram,148.0
503,3554,"Salads, pizza, meals",Salads,AH Kleine salade mozzarella,4.49,"250 gPrijs per KG € 17,96",250 Gram,156.0
504,3536,"Salads, pizza, meals",Salads,AH Kleine salade peulvruchten geitenkaas,3.29,"215 gPrijs per KG € 15,30",215 Gram,133.0
505,3531,"Salads, pizza, meals",Salads,AH Maaltijdsalade garnalen,6.29,"450 gPrijs per KG € 13,98",450 Gram,130.0
506,3522,"Salads, pizza, meals",Salads,AH Saladeschotel huzaren,1.79,"400 gPrijs per KG € 4,48",400 Gram,139.0
507,3519,"Salads, pizza, meals",Salads,AH Rundvleessalade,1.89,"400 gPrijs per KG € 4,73",400 Gram,170.0
508,3517,"Salads, pizza, meals",Salads,AH Maaltijdsalade kip ketjap,5.79,"450 gPrijs per KG € 12,87",450 Gram,114.0
509,3542,"Salads, pizza, meals",Salads,AH Salade erbij kip,4.29,"325 gPrijs per KG € 13,20",320 Gram,102.0
510,3527,"Salads, pizza, meals",Salads,AH Kleine salade italiaans,3.69,"210 gPrijs per KG € 17,57",210 Gram,103.0
511,3529,"Salads, pizza, meals",Salads,AH Groentesalade kikkererwt munt,4.39,"305 gPrijs per KG € 14,39",310 Gram,79.0
512,3552,"Salads, pizza, meals",Salads,AH Salade erbij blauwe kaas,4.29,"277 gPrijs per KG € 15,49",262 Gram,140.0
513,3545,"Salads, pizza, meals",Salads,AH Maaltijdsalade mango hazelnoten,5.89,"400 gPrijs per KG € 14,73",400 Gram,158.0
514,3537,"Salads, pizza, meals",Salads,AH Maaltijdsalade gerookte zalm,6.29,"450 gPrijs per KG € 13,98",450 Gram,130.0
515,3533,"Salads, pizza, meals",Salads,AH Aardappel salade,2.39,"600 gPrijs per KG € 3,98",600 Gram,178.0
516,3549,"Salads, pizza, meals",Salads,AH Kleine salade couscous hummus,3.19,"200 gPrijs per KG € 15,95",200 Gram,197.0
517,3539,"Salads, pizza, meals",Salads,AH Maaltijdsalade mozzarella,5.69,"450 gPrijs per KG € 12,64",450 Gram,173.0
518,3556,"Salads, pizza, meals",Salads,AH Salade erbij boeren mix,3.89,"295 gPrijs per KG € 13,19",285 Gram,134.0
519,3524,"Salads, pizza, meals",Salads,AH Pastasalade pesto,4.39,"350 gNormale prijs per KG € 12,54",350 Gram,199.0
520,3540,"Salads, pizza, meals",Salads,AH Maaltijdsalade Italiaanse kip,5.79,"450 gPrijs per KG € 12,87",450 Gram,132.0
521,3525,"Salads, pizza, meals",Salads,Johma Huzarensalade,1.99,"500 gPrijs per KG € 3,98",500 Gram,161.0
522,3547,"Salads, pizza, meals",Salads,AH Pastasalade tonijn,4.39,"350 gNormale prijs per KG € 12,54",350 Gram,142.0
523,3548,"Salads, pizza, meals",Salads,AH Maaltijdsalade geitenkaas,5.69,"450 gPrijs per KG € 12,64",450 Gram,156.0
524,3565,"Salads, pizza, meals",Salads,AH Kleine salade quinoa noten,3.9,"205 gPrijs per KG € 15,07",205 Gram,190.0
525,3574,"Salads, pizza, meals",AH Fresh from home,AH Verse mac 'n cheese,7.49,"420 gNormale prijs per KG € 17,83",420 Gram,134.0
526,3573,"Salads, pizza, meals",AH Fresh from home,AH Verse vega gado gado,6.99,"440 gNormale prijs per KG € 15,89",440 Gram,75.0
527,3569,"Salads, pizza, meals",AH Fresh from home,AH Verse curry madras,7.49,"463 gNormale prijs per KG € 16,18",463 Gram,143.0
528,3570,"Salads, pizza, meals",AH Fresh from home,AH Verse pappardelle ragu,7.49,"460 gNormale prijs per KG € 16,28",460 Gram,142.0
529,3571,"Salads, pizza, meals",AH Fresh from home,AH Verse  louisiana pull pork,6.99,"445 gNormale prijs per KG € 15,71",445 Gram,108.0
530,3572,"Salads, pizza, meals",AH Fresh from home,AH Verse vega pompoenrisotto,7.49,"455 gNormale prijs per KG € 16,46",455 Gram,117.0
531,3575,"Salads, pizza, meals",AH Fresh from home,AH Verse varkenshaas krieltjes,7.49,"450 gNormale prijs per KG € 16,64",450 Gram,85.0
532,3468,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Cordon bleu met spinazie,3.79,"500 gNormale prijs per KG € 9,58",500 Gram,101.0
533,3464,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Nasi goreng,3.99,"1 kgPrijs per KG € 3,99",1 Kilogram,121.0
534,3482,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Hollandse stamppot hutspot met rookworst,4.29,"500 gPrijs per KG € 8,58",500 Gram,100.0
535,3495,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Hollandse stamppot andijvie,4.49,"500 gPrijs per KG € 8,98",500 Gram,106.0
536,3481,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Runderlap met stoofpeertjes,4.49,"500 gNormale prijs per KG € 10,98",500 Gram,89.0
537,3475,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Bami,3.19,"300 gPrijs per KG € 10,63",300 Gram,153.0
538,3483,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stamppot hutspot hachee,4.49,"500 gPrijs per KG € 8,98",500 Gram,95.0
539,3474,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stoomsoep tom kha kai,6.79,"550 gPrijs per KG € 12,35",550 Gram,128.0
540,3469,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Verse poke zalm tataki,7.99,"450 gNormale prijs per KG € 17,76",450 Gram,124.0
541,3499,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Sate ajam,2.59,"200 gNormale prijs per KG € 12,95",200 Gram,188.0
542,3490,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stamppot spinazie,4.49,"500 gPrijs per KG € 8,98",500 Gram,108.0
543,3467,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Verse kip ketjap,7.49,"505 gNormale prijs per KG € 14,83",505 Gram,118.0
544,3470,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stoommaaltijd pasta pesto,5.79,"450 gPrijs per KG € 12,87",450 Gram,138.0
545,3473,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Bami goreng,3.99,"1 kgPrijs per KG € 3,99",1 Kilogram,160.0
546,3501,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Nasi babi pangang,4.59,"450 gNormale prijs per KG € 10,20",450 Gram,138.0
547,3507,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Nasi sate ajam,4.59,"450 gNormale prijs per KG € 10,20",450 Gram,171.0
548,3486,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Verse stamppot andijvie,4.89,"500 gPrijs per KG € 9,78",500 Gram,92.0
549,3503,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Hollandse stamppot boerenkool,4.49,"500 gPrijs per KG € 8,98",500 Gram,110.0
550,3497,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Lasagne bolognese,4.79,"1 kgPrijs per KG € 4,79",1 Kilogram,151.0
551,3496,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Babi pangang,2.59,"200 gNormale prijs per KG € 12,95",200 Gram,137.0
552,3487,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Foe yong hai,2.59,"200 gNormale prijs per KG € 12,95",200 Gram,99.0
553,3484,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Nasi,3.19,"300 gPrijs per KG € 10,63",300 Gram,140.0
554,3506,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stamppot zuurkool rookworst,4.49,"500 gPrijs per KG € 8,98",500 Gram,91.0
555,3466,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Rode biet gehaktbal,3.99,"500 gNormale prijs per KG € 9,98",500 Gram,109.0
556,3471,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Verse indische runderstoof,6.99,"450 gNormale prijs per KG € 15,53",450 Gram,139.0
557,3504,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Bami babi pangang,4.59,"450 gNormale prijs per KG € 10,20",450 Gram,148.0
558,3491,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stoommaaltijd zalm roomsaus,7.29,"460 gPrijs per KG € 15,85",460 Gram,132.0
559,3477,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stoommaaltijd beef teriyaki,6.49,"450 gPrijs per KG € 14,42",450 Gram,89.0
560,3472,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Stoommaaltijd kip rozemarijn,6.59,"450 gPrijs per KG € 14,64",450 Gram,90.0
561,3510,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Bami sate ajam,4.59,"450 gNormale prijs per KG € 10,20",450 Gram,171.0
562,3509,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Hachee rodekool aardappelpuree,3.79,"500 gNormale prijs per KG € 9,58",500 Gram,95.0
563,3492,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Chow mein,2.59,"200 gNormale prijs per KG € 12,95",200 Gram,135.0
564,3478,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Verse stamppot witlof ham kaas,4.89,"550 gPrijs per KG € 8,89",540 Gram,76.0
565,3480,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Hollandse stamppot bloemkool-broccoli,4.49,"500 gPrijs per KG € 8,98",500 Gram,108.0
566,3462,"Salads, pizza, meals",Fresh ready-to-eat meals,AH Pad thai,2.59,"200 gNormale prijs per KG € 12,95",200 Gram,126.0
567,3013,"Cheese, cold cuts, tapas",Processed meats,AH Ardenner boterhamworst,1.96,"ca. 120 gPrijs per KG € 16,58",118 Gram,277.0
568,2995,"Cheese, cold cuts, tapas",Processed meats,AH Gerookte kipfilet,2.79,"150 gPrijs per KG € 18,60",150 Gram,158.0
569,3061,"Cheese, cold cuts, tapas",Processed meats,AH Filet americain naturel,1.79,"150 gPrijs per KG € 11,93",150 Gram,264.0
570,3045,"Cheese, cold cuts, tapas",Processed meats,AH Gebraden gehakt,2.43,"ca. 140 gPrijs per KG € 17,09",125 Gram,270.0
571,3020,"Cheese, cold cuts, tapas",Processed meats,AH Grillworst kip,2.29,"ca. 125 gPrijs per KG € 18,29",130 Gram,239.0
572,3036,"Cheese, cold cuts, tapas",Processed meats,AH Ontbijtspek,3.9,"150 gPrijs per KG € 20,60",150 Gram,272.0
573,3094,"Cheese, cold cuts, tapas",Processed meats,Valess Gekookte worst,2.39,"80 gPrijs per KG € 29,88",80 Gram,231.0
574,3097,"Cheese, cold cuts, tapas",Processed meats,Meester & Zn. Gerookte spekreepjes,3.19,"300 gPrijs per KG € 10,63",300 Gram,305.0
575,3028,"Cheese, cold cuts, tapas",Processed meats,AH Boterhamworst,1.89,"ca. 125 gPrijs per KG € 15,15",125 Gram,261.0
576,3044,"Cheese, cold cuts, tapas",Processed meats,AH Roasted ham,2.83,"ca. 105 gNormale prijs per KG € 29,90",0.11 Kilogram,168.0
577,3047,"Cheese, cold cuts, tapas",Processed meats,AH Filet americain,2.89,"150 gPrijs per KG € 19,27",150 Gram,250.0
578,3075,"Cheese, cold cuts, tapas",Processed meats,AH Yorkham,3.29,"ca. 110 gPrijs per KG € 29,90",110 Gram,125.0
579,3072,"Cheese, cold cuts, tapas",Processed meats,AH Salami,1.69,"150 gPrijs per KG € 11,27",150 Gram,415.0
580,3054,"Cheese, cold cuts, tapas",Processed meats,AH Cervelaat,1.79,"150 gPrijs per KG € 11,93",150 Gram,415.0
581,3010,"Cheese, cold cuts, tapas",Processed meats,AH Leverworst gesneden,1.79,"ca. 115 gPrijs per KG € 15,59",1 Stuks (piece),290.0
582,3100,"Cheese, cold cuts, tapas",Processed meats,AH Scharrel kipfilet,2.79,"150 gPrijs per KG € 18,60",150 Gram,125.0
583,3040,"Cheese, cold cuts, tapas",Processed meats,AH Biologisch Kipfilet,3.49,"ca. 100 gPrijs per KG € 34,90",100 Gram,126.0
584,2993,"Cheese, cold cuts, tapas",Processed meats,AH Scharrel flinterdunne kipfilet,2.49,"100 gPrijs per KG € 24,90",100 Gram,123.0
585,3024,"Cheese, cold cuts, tapas",Processed meats,AH Biologisch Spekreepjes,4.79,"200 gPrijs per KG € 23,95",200 Gram,354.0
586,3086,"Cheese, cold cuts, tapas",Processed meats,AH Achterham,1.69,"150 gPrijs per KG € 11,27",150 Gram,102.0
587,3069,"Cheese, cold cuts, tapas",Processed meats,AH Gerookte slagersachterham,2.63,"ca. 110 gNormale prijs per KG € 29,90",110 Gram,164.0
588,3099,"Cheese, cold cuts, tapas",Processed meats,Valess Kip grillworst,2.39,"80 gPrijs per KG € 29,88",80 Gram,224.0
589,3090,"Cheese, cold cuts, tapas",Processed meats,Valess Gebraden worst,2.39,"80 gPrijs per KG € 29,88",80 Gram,227.0
590,3031,"Cheese, cold cuts, tapas",Processed meats,AH Flinterdunne gegrilde beenham,2.99,"ca. 100 gPrijs per KG € 29,90",100 Gram,106.0
591,3016,"Cheese, cold cuts, tapas",Processed meats,AH Kipgrillworst,2.39,"150 gPrijs per KG € 15,93",150 Gram,184.0
592,3000,"Cheese, cold cuts, tapas",Processed meats,AH Flinterdunne achterham,1.99,"100 gPrijs per KG € 19,90",100 Gram,102.0
593,3078,"Cheese, cold cuts, tapas",Processed meats,AH Gekookte gelderse worst,1.94,"ca. 146 gPrijs per KG € 13,27",146 Gram,302.0
594,3007,"Cheese, cold cuts, tapas",Processed meats,AH Goudsalami,2.25,"ca. 98 gPrijs per KG € 22,99",98 Gram,301.0
595,3057,"Cheese, cold cuts, tapas",Processed meats,AH Roasted kipfilet,3.19,"ca. 110 gPrijs per KG € 28,99",110 Gram,112.0
596,3053,"Cheese, cold cuts, tapas",Processed meats,Kips Vega pat vol en smeuig,2.35,"125 gPrijs per KG € 18,80",125 Gram,261.0
597,3091,"Cheese, cold cuts, tapas",Processed meats,AH Gerookte spekreepjes,4.59,"250 gNormale prijs per KG € 18,36",250 Gram,282.0
598,2998,"Cheese, cold cuts, tapas",Processed meats,AH Cremepate,1.49,"80 gNormale prijs per KG € 18,63",80 Gram,261.0
599,3004,"Cheese, cold cuts, tapas",Processed meats,AH Mager spekblokjes,4.59,"250 gNormale prijs per KG € 18,36",250 Gram,135.0
600,3049,"Cheese, cold cuts, tapas",Processed meats,AH Scharrel gebraden kipfilet,3.39,"ca. 125 gPrijs per KG € 27,15",125 Gram,109.0
601,3065,"Cheese, cold cuts, tapas",Processed meats,AH Schouderham,1.39,"150 gPrijs per KG € 9,27",150 Gram,106.0
602,3033,"Cheese, cold cuts, tapas",Processed meats,AH Kalkoenfilet,2.49,"150 gPrijs per KG € 16,60",150 Gram,127.0
603,3023,"Cheese, cold cuts, tapas",Processed meats,Kips Smeerleverworst kleintje,2.9,"120 gPrijs per KG € 17,42",6 Stuks (piece). 120 Gram,249.0
604,3167,"Cheese, cold cuts, tapas",Cheese,De Zaanse Hoeve Mild 30+ geraspt,2.69,"200 gPrijs per KG € 13,45",200 Gram,308.0
605,3162,"Cheese, cold cuts, tapas",Cheese,AH Cottage cheese,0.89,"200 gPrijs per KG € 4,45",200 Gram,91.0
606,3164,"Cheese, cold cuts, tapas",Cheese,ERU Kids,1.39,"100 gPrijs per KG € 13,90",100 Gram,168.0
607,3111,"Cheese, cold cuts, tapas",Cheese,Babybel Original mini,4.69,"10 stuksPrijs per KG € 23,45",10 Stuks (piece). 200 Gram,295.0
608,3121,"Cheese, cold cuts, tapas",Cheese,AH Zaanlander Jong 48+ plakken,3.66,"ca. 210 gNormale prijs per KG € 17,49",239 Gram,362.0
609,3155,"Cheese, cold cuts, tapas",Cheese,AH Goudse oud 48+ plakken,3.95,"190 gPrijs per KG € 20,79",190 Gram,436.0
610,3130,"Cheese, cold cuts, tapas",Cheese,AH Zachte kruiden roomkaas,0.89,"125 gPrijs per KG € 7,12",125 Gram,288.0
611,3166,"Cheese, cold cuts, tapas",Cheese,Garlan Verse roomkaas met kruiden,1.9,"150 gPrijs per KG € 7,27",150 Gram,267.0
612,3114,"Cheese, cold cuts, tapas",Cheese,AH Mozzarella geraspt,2.89,"150 gPrijs per KG € 19,27",150 Gram,306.0
613,3160,"Cheese, cold cuts, tapas",Cheese,AH Goudse belegen 48+ geraspt,3.89,"175 gPrijs per KG € 22,23",175 Gram,383.0
614,3157,"Cheese, cold cuts, tapas",Cheese,AH Smeerkaas 20+ naturel,0.79,"103 gPrijs per KG € 7,67",100 Gram,135.0
615,3183,"Cheese, cold cuts, tapas",Cheese,De Zaanse Hoeve Jong 48+ plakken,4.59,"400 gPrijs per KG € 11,48",400 Gram,355.0
616,3113,"Cheese, cold cuts, tapas",Cheese,Philadelphia Original,2.25,"200 gPrijs per KG € 11,25",200 Gram,226.0
617,3181,"Cheese, cold cuts, tapas",Cheese,Old Amsterdam Oud 35+ stuk,9.62,"ca. 385 gPrijs per KG € 24,99",385 Gram,325.0
618,3125,"Cheese, cold cuts, tapas",Cheese,AH Geraspte kaas speciaal voor pizza,2.49,"150 gPrijs per KG € 16,60",150 Gram,329.0
619,3104,"Cheese, cold cuts, tapas",Cheese,AH Franse brie 60+,1.59,"200 gPrijs per KG € 7,95",200 Gram,364.0
620,3149,"Cheese, cold cuts, tapas",Cheese,De Zaanse Hoeve Jong belegen 48+ plakken,4.69,"400 gPrijs per KG € 11,73",400 Gram,355.0
621,3139,"Cheese, cold cuts, tapas",Cheese,AH Zuivelspread knoflook kruiden,0.99,"200 gPrijs per KG € 4,95",200 Gram,210.0
622,3119,"Cheese, cold cuts, tapas",Cheese,AH Cheddar geraspte kaas,2.89,"150 gPrijs per KG € 19,27",150 Gram,396.0
623,3174,"Cheese, cold cuts, tapas",Cheese,AH Zuivelspread naturel,0.99,"200 gPrijs per KG € 4,95",200 Gram,188.0
624,3116,"Cheese, cold cuts, tapas",Cheese,AH Goudse jong 48+,3.19,"190 gPrijs per KG € 16,79",190 Gram,360.0
625,3106,"Cheese, cold cuts, tapas",Cheese,AH Goudse jong belegen 48+ plakken,3.35,"190 gPrijs per KG € 17,63",190 Gram,375.0
626,3152,"Cheese, cold cuts, tapas",Cheese,AH Roombrie 60+,2.49,"155 gNormale prijs per KG € 16,06",155 Gram,347.0
627,3141,"Cheese, cold cuts, tapas",Cheese,Heks'nkaas Origineel,3.55,"200 gPrijs per KG € 17,75",200 Gram,403.0
628,3142,"Cheese, cold cuts, tapas",Cheese,AH Zaanlander Jong belegen 48+ plakken,4.12,"ca. 210 gNormale prijs per KG € 19,69",239 Gram,375.0
629,3132,"Cheese, cold cuts, tapas",Cheese,AH Griekse feta,2.9,"200 gPrijs per KG € 10,45",200 Gram,278.0
630,3186,"Cheese, cold cuts, tapas",Cheese,Old Amsterdam Belegen 48+ plakken,5.15,"ca. 220 gPrijs per KG € 23,39",220 Gram,402.0
